barcode,in_tissue,array_row,array_col,pxl_row,pxl_col
SYNTH-14-44-1-Topic-0-Cell-3,1,14.0,44.0,1359.0477974329642,4403.594037410554
SYNTH-14-44-1-Topic-0-Cell-4,1,14.0,44.0,1439.9568324127756,4430.634156484835
SYNTH-14-44-1-Topic-9-Cell-5,1,14.0,44.0,1389.8734502809575,4342.750956420323
SYNTH-14-45-1-Topic-0-Cell-1,1,14.0,45.0,1400.0,4500.0
SYNTH-14-45-1-Topic-8-Cell-2,1,14.0,45.0,1421.9534345634995,4476.035511462454
SYNTH-14-45-1-Topic-8-Cell-3,1,14.0,45.0,1354.2140456158832,4504.018255981839
SYNTH-14-45-1-Topic-8-Cell-4,1,14.0,45.0,1444.6730967202666,4534.250028166729
SYNTH-14-46-1-Topic-0-Cell-1,1,14.0,46.0,1400.0,4600.0
SYNTH-14-46-1-Topic-0-Cell-2,1,14.0,46.0,1419.6357488094313,4578.565509833614
SYNTH-14-46-1-Topic-0-Cell-3,1,14.0,46.0,1359.0477974329642,4603.594037410554
SYNTH-14-46-1-Topic-8-Cell-4,1,14.0,46.0,1439.9568324127756,4630.634156484835
SYNTH-14-46-1-Topic-8-Cell-5,1,14.0,46.0,1389.8734502809575,4542.750956420323
SYNTH-14-47-1-Topic-0-Cell-1,1,14.0,47.0,1400.0,4700.0
SYNTH-14-47-1-Topic-8-Cell-2,1,14.0,47.0,1417.924904260718,4680.433077045413
SYNTH-14-47-1-Topic-8-Cell-3,1,14.0,47.0,1362.6159247908558,4703.2808922704635
SYNTH-14-47-1-Topic-8-Cell-4,1,14.0,47.0,1436.4754307315513,4727.965030894812
SYNTH-14-47-1-Topic-8-Cell-5,1,14.0,47.0,1390.755767148638,4647.7390123930245
SYNTH-14-47-1-Topic-8-Cell-6,1,14.0,47.0,1368.1523766524972,4750.065579198177
SYNTH-14-48-1-Topic-0-Cell-1,1,14.0,48.0,1400.0,4800.0
SYNTH-14-48-1-Topic-0-Cell-2,1,14.0,48.0,1417.924904260718,4780.433077045413
SYNTH-14-48-1-Topic-0-Cell-3,1,14.0,48.0,1362.6159247908558,4803.2808922704635
SYNTH-14-48-1-Topic-0-Cell-4,1,14.0,48.0,1436.4754307315513,4827.965030894812
SYNTH-14-48-1-Topic-0-Cell-5,1,14.0,48.0,1390.755767148638,4747.7390123930245
SYNTH-14-48-1-Topic-0-Cell-6,1,14.0,48.0,1368.1523766524972,4850.065579198177
SYNTH-14-49-1-Topic-0-Cell-1,1,14.0,49.0,1400.0,4900.0
SYNTH-14-49-1-Topic-8-Cell-2,1,14.0,49.0,1417.924904260718,4880.433077045413
SYNTH-14-49-1-Topic-8-Cell-3,1,14.0,49.0,1362.6159247908558,4903.2808922704635
SYNTH-14-49-1-Topic-8-Cell-4,1,14.0,49.0,1436.4754307315513,4927.965030894812
SYNTH-14-49-1-Topic-8-Cell-5,1,14.0,49.0,1390.755767148638,4847.7390123930245
SYNTH-14-49-1-Topic-8-Cell-6,1,14.0,49.0,1368.1523766524972,4950.065579198177
SYNTH-14-50-1-Topic-8-Cell-1,1,14.0,50.0,1400.0,5000.0
SYNTH-14-50-1-Topic-8-Cell-2,1,14.0,50.0,1419.6357488094313,4978.565509833614
SYNTH-14-50-1-Topic-8-Cell-3,1,14.0,50.0,1359.0477974329642,5003.594037410554
SYNTH-14-50-1-Topic-8-Cell-4,1,14.0,50.0,1439.9568324127756,5030.634156484835
SYNTH-14-50-1-Topic-9-Cell-5,1,14.0,50.0,1389.8734502809575,4942.750956420323
SYNTH-15-1-1-Topic-7-Cell-1,1,15.0,1.0,1500.0,150.0
SYNTH-15-1-1-Topic-8-Cell-2,1,15.0,1.0,1521.9534345634995,126.03551146245461
SYNTH-15-1-1-Topic-8-Cell-3,1,15.0,1.0,1454.2140456158832,154.0182559818382
SYNTH-15-1-1-Topic-8-Cell-4,1,15.0,1.0,1544.6730967202666,184.2500281667286
SYNTH-15-2-1-Topic-0-Cell-1,1,15.0,2.0,1500.0,250.0
SYNTH-15-2-1-Topic-0-Cell-2,1,15.0,2.0,1519.6357488094313,228.5655098336136
SYNTH-15-2-1-Topic-0-Cell-3,1,15.0,2.0,1459.0477974329642,253.59403741055414
SYNTH-15-2-1-Topic-8-Cell-4,1,15.0,2.0,1539.9568324127756,280.6341564848351
SYNTH-15-2-1-Topic-8-Cell-5,1,15.0,2.0,1489.8734502809575,192.75095642032298
SYNTH-15-3-1-Topic-0-Cell-1,1,15.0,3.0,1500.0,350.0
SYNTH-15-3-1-Topic-0-Cell-2,1,15.0,3.0,1519.6357488094313,328.5655098336136
SYNTH-15-3-1-Topic-4-Cell-3,1,15.0,3.0,1459.0477974329642,353.59403741055417
SYNTH-15-3-1-Topic-4-Cell-4,1,15.0,3.0,1539.9568324127756,380.6341564848351
SYNTH-15-3-1-Topic-8-Cell-5,1,15.0,3.0,1489.8734502809575,292.75095642032295
SYNTH-15-4-1-Topic-4-Cell-1,1,15.0,4.0,1500.0,450.0
SYNTH-15-4-1-Topic-4-Cell-2,1,15.0,4.0,1519.6357488094313,428.5655098336136
SYNTH-15-4-1-Topic-4-Cell-3,1,15.0,4.0,1459.0477974329642,453.59403741055417
SYNTH-15-4-1-Topic-4-Cell-4,1,15.0,4.0,1539.9568324127756,480.6341564848351
SYNTH-15-4-1-Topic-4-Cell-5,1,15.0,4.0,1489.8734502809575,392.75095642032295
SYNTH-15-5-1-Topic-0-Cell-1,1,15.0,5.0,1500.0,550.0
SYNTH-15-5-1-Topic-7-Cell-2,1,15.0,5.0,1519.6357488094313,528.5655098336136
SYNTH-15-5-1-Topic-8-Cell-3,1,15.0,5.0,1459.0477974329642,553.5940374105542
SYNTH-15-5-1-Topic-8-Cell-4,1,15.0,5.0,1539.9568324127756,580.6341564848351
SYNTH-15-5-1-Topic-8-Cell-5,1,15.0,5.0,1489.8734502809575,492.75095642032295
SYNTH-15-6-1-Topic-7-Cell-1,1,15.0,6.0,1500.0,650.0
SYNTH-15-6-1-Topic-7-Cell-2,1,15.0,6.0,1525.3496427097466,622.328192183713
SYNTH-15-6-1-Topic-7-Cell-3,1,15.0,6.0,1447.1309338224526,654.6398823455742
SYNTH-15-7-1-Topic-3-Cell-1,1,15.0,7.0,1500.0,750.0
SYNTH-15-7-1-Topic-3-Cell-2,1,15.0,7.0,1521.9534345634995,726.0355114624546
SYNTH-15-7-1-Topic-8-Cell-3,1,15.0,7.0,1454.2140456158832,754.0182559818381
SYNTH-15-7-1-Topic-8-Cell-4,1,15.0,7.0,1544.6730967202666,784.2500281667286
SYNTH-15-8-1-Topic-4-Cell-1,1,15.0,8.0,1500.0,850.0
SYNTH-15-8-1-Topic-4-Cell-2,1,15.0,8.0,1519.6357488094313,828.5655098336136
SYNTH-15-8-1-Topic-8-Cell-3,1,15.0,8.0,1459.0477974329642,853.5940374105542
SYNTH-15-8-1-Topic-8-Cell-4,1,15.0,8.0,1539.9568324127756,880.6341564848351
SYNTH-15-8-1-Topic-8-Cell-5,1,15.0,8.0,1489.8734502809575,792.750956420323
SYNTH-15-9-1-Topic-8-Cell-1,1,15.0,9.0,1500.0,950.0
SYNTH-15-9-1-Topic-8-Cell-2,1,15.0,9.0,1519.6357488094313,928.5655098336136
SYNTH-15-9-1-Topic-9-Cell-3,1,15.0,9.0,1459.0477974329642,953.5940374105542
SYNTH-15-9-1-Topic-9-Cell-4,1,15.0,9.0,1539.9568324127756,980.6341564848351
SYNTH-15-9-1-Topic-9-Cell-5,1,15.0,9.0,1489.8734502809575,892.750956420323
SYNTH-15-10-1-Topic-0-Cell-1,1,15.0,10.0,1500.0,1050.0
SYNTH-15-10-1-Topic-0-Cell-2,1,15.0,10.0,1519.6357488094313,1028.5655098336135
SYNTH-15-10-1-Topic-8-Cell-3,1,15.0,10.0,1459.0477974329642,1053.5940374105542
SYNTH-15-10-1-Topic-8-Cell-4,1,15.0,10.0,1539.9568324127756,1080.634156484835
SYNTH-15-10-1-Topic-8-Cell-5,1,15.0,10.0,1489.8734502809575,992.750956420323
SYNTH-15-11-1-Topic-0-Cell-1,1,15.0,11.0,1500.0,1150.0
SYNTH-15-11-1-Topic-7-Cell-2,1,15.0,11.0,1519.6357488094313,1128.5655098336135
SYNTH-15-11-1-Topic-7-Cell-3,1,15.0,11.0,1459.0477974329642,1153.5940374105542
SYNTH-15-11-1-Topic-7-Cell-4,1,15.0,11.0,1539.9568324127756,1180.634156484835
SYNTH-15-11-1-Topic-10-Cell-5,1,15.0,11.0,1489.8734502809575,1092.750956420323
SYNTH-15-12-1-Topic-0-Cell-1,1,15.0,12.0,1500.0,1250.0
SYNTH-15-12-1-Topic-0-Cell-2,1,15.0,12.0,1519.6357488094313,1228.5655098336135
SYNTH-15-12-1-Topic-8-Cell-3,1,15.0,12.0,1459.0477974329642,1253.5940374105542
SYNTH-15-12-1-Topic-8-Cell-4,1,15.0,12.0,1539.9568324127756,1280.634156484835
SYNTH-15-12-1-Topic-8-Cell-5,1,15.0,12.0,1489.8734502809575,1192.750956420323
SYNTH-15-13-1-Topic-7-Cell-1,1,15.0,13.0,1500.0,1350.0
SYNTH-15-13-1-Topic-7-Cell-2,1,15.0,13.0,1525.3496427097466,1322.3281921837129
SYNTH-15-13-1-Topic-7-Cell-3,1,15.0,13.0,1447.1309338224526,1354.6398823455743
SYNTH-15-14-1-Topic-0-Cell-1,1,15.0,14.0,1500.0,1450.0
SYNTH-15-14-1-Topic-0-Cell-2,1,15.0,14.0,1519.6357488094313,1428.5655098336135
SYNTH-15-14-1-Topic-0-Cell-3,1,15.0,14.0,1459.0477974329642,1453.5940374105542
SYNTH-15-14-1-Topic-7-Cell-4,1,15.0,14.0,1539.9568324127756,1480.634156484835
SYNTH-15-14-1-Topic-8-Cell-5,1,15.0,14.0,1489.8734502809575,1392.750956420323
SYNTH-15-15-1-Topic-0-Cell-1,1,15.0,15.0,1500.0,1550.0
SYNTH-15-15-1-Topic-8-Cell-2,1,15.0,15.0,1521.9534345634995,1526.0355114624547
SYNTH-15-15-1-Topic-8-Cell-3,1,15.0,15.0,1454.2140456158832,1554.0182559818381
SYNTH-15-15-1-Topic-8-Cell-4,1,15.0,15.0,1544.6730967202666,1584.2500281667287
SYNTH-15-16-1-Topic-0-Cell-1,1,15.0,16.0,1500.0,1650.0
SYNTH-15-16-1-Topic-8-Cell-2,1,15.0,16.0,1519.6357488094313,1628.5655098336135
SYNTH-15-16-1-Topic-8-Cell-3,1,15.0,16.0,1459.0477974329642,1653.5940374105542
SYNTH-15-16-1-Topic-8-Cell-4,1,15.0,16.0,1539.9568324127756,1680.634156484835
SYNTH-15-16-1-Topic-9-Cell-5,1,15.0,16.0,1489.8734502809575,1592.750956420323
SYNTH-15-17-1-Topic-4-Cell-1,1,15.0,17.0,1500.0,1750.0
SYNTH-15-17-1-Topic-4-Cell-2,1,15.0,17.0,1519.6357488094313,1728.5655098336135
SYNTH-15-17-1-Topic-8-Cell-3,1,15.0,17.0,1459.0477974329642,1753.5940374105542
SYNTH-15-17-1-Topic-8-Cell-4,1,15.0,17.0,1539.9568324127756,1780.634156484835
SYNTH-15-17-1-Topic-8-Cell-5,1,15.0,17.0,1489.8734502809575,1692.750956420323
SYNTH-15-18-1-Topic-8-Cell-1,1,15.0,18.0,1500.0,1850.0
SYNTH-15-18-1-Topic-8-Cell-2,1,15.0,18.0,1519.6357488094313,1828.5655098336135
SYNTH-15-18-1-Topic-8-Cell-3,1,15.0,18.0,1459.0477974329642,1853.5940374105542
SYNTH-15-18-1-Topic-8-Cell-4,1,15.0,18.0,1539.9568324127756,1880.634156484835
SYNTH-15-18-1-Topic-8-Cell-5,1,15.0,18.0,1489.8734502809575,1792.750956420323
SYNTH-15-19-1-Topic-8-Cell-1,1,15.0,19.0,1500.0,1950.0
SYNTH-15-19-1-Topic-8-Cell-2,1,15.0,19.0,1519.6357488094313,1928.5655098336135
SYNTH-15-19-1-Topic-8-Cell-3,1,15.0,19.0,1459.0477974329642,1953.5940374105542
SYNTH-15-19-1-Topic-8-Cell-4,1,15.0,19.0,1539.9568324127756,1980.634156484835
SYNTH-15-19-1-Topic-8-Cell-5,1,15.0,19.0,1489.8734502809575,1892.750956420323
SYNTH-15-20-1-Topic-8-Cell-1,1,15.0,20.0,1500.0,2050.0
SYNTH-15-20-1-Topic-8-Cell-2,1,15.0,20.0,1525.3496427097466,2022.3281921837129
SYNTH-15-20-1-Topic-8-Cell-3,1,15.0,20.0,1447.1309338224526,2054.6398823455743
SYNTH-15-21-1-Topic-7-Cell-1,1,15.0,21.0,1500.0,2150.0
SYNTH-15-21-1-Topic-8-Cell-2,1,15.0,21.0,1519.6357488094313,2128.5655098336138
SYNTH-15-21-1-Topic-8-Cell-3,1,15.0,21.0,1459.0477974329642,2153.594037410554
SYNTH-15-21-1-Topic-8-Cell-4,1,15.0,21.0,1539.9568324127756,2180.634156484835
SYNTH-15-21-1-Topic-8-Cell-5,1,15.0,21.0,1489.8734502809575,2092.750956420323
SYNTH-15-22-1-Topic-0-Cell-1,1,15.0,22.0,1500.0,2250.0
SYNTH-15-22-1-Topic-8-Cell-2,1,15.0,22.0,1519.6357488094313,2228.5655098336138
SYNTH-15-22-1-Topic-8-Cell-3,1,15.0,22.0,1459.0477974329642,2253.594037410554
SYNTH-15-22-1-Topic-8-Cell-4,1,15.0,22.0,1539.9568324127756,2280.634156484835
SYNTH-15-22-1-Topic-9-Cell-5,1,15.0,22.0,1489.8734502809575,2192.750956420323
SYNTH-15-23-1-Topic-0-Cell-1,1,15.0,23.0,1500.0,2350.0
SYNTH-15-23-1-Topic-4-Cell-2,1,15.0,23.0,1519.6357488094313,2328.5655098336138
SYNTH-15-23-1-Topic-4-Cell-3,1,15.0,23.0,1459.0477974329642,2353.594037410554
SYNTH-15-23-1-Topic-4-Cell-4,1,15.0,23.0,1539.9568324127756,2380.634156484835
SYNTH-15-23-1-Topic-8-Cell-5,1,15.0,23.0,1489.8734502809575,2292.750956420323
SYNTH-15-24-1-Topic-8-Cell-1,1,15.0,24.0,1500.0,2450.0
SYNTH-15-24-1-Topic-8-Cell-2,1,15.0,24.0,1519.6357488094313,2428.5655098336138
SYNTH-15-24-1-Topic-8-Cell-3,1,15.0,24.0,1459.0477974329642,2453.594037410554
SYNTH-15-24-1-Topic-8-Cell-4,1,15.0,24.0,1539.9568324127756,2480.634156484835
SYNTH-15-24-1-Topic-8-Cell-5,1,15.0,24.0,1489.8734502809575,2392.750956420323
SYNTH-15-25-1-Topic-1-Cell-1,1,15.0,25.0,1500.0,2550.0
SYNTH-15-25-1-Topic-8-Cell-2,1,15.0,25.0,1521.9534345634995,2526.0355114624545
SYNTH-15-25-1-Topic-8-Cell-3,1,15.0,25.0,1454.2140456158832,2554.018255981838
SYNTH-15-25-1-Topic-8-Cell-4,1,15.0,25.0,1544.6730967202666,2584.2500281667285
SYNTH-15-26-1-Topic-2-Cell-1,1,15.0,26.0,1500.0,2650.0
SYNTH-15-26-1-Topic-2-Cell-2,1,15.0,26.0,1517.924904260718,2630.4330770454126
SYNTH-15-26-1-Topic-7-Cell-3,1,15.0,26.0,1462.6159247908558,2653.2808922704635
SYNTH-15-26-1-Topic-7-Cell-4,1,15.0,26.0,1536.4754307315513,2677.965030894812
SYNTH-15-26-1-Topic-7-Cell-5,1,15.0,26.0,1490.755767148638,2597.7390123930245
SYNTH-15-26-1-Topic-9-Cell-6,1,15.0,26.0,1468.1523766524972,2700.065579198177
SYNTH-15-27-1-Topic-8-Cell-1,1,15.0,27.0,1500.0,2750.0
SYNTH-15-27-1-Topic-8-Cell-2,1,15.0,27.0,1525.3496427097466,2722.328192183713
SYNTH-15-27-1-Topic-8-Cell-3,1,15.0,27.0,1447.1309338224526,2754.6398823455743
SYNTH-15-28-1-Topic-0-Cell-1,1,15.0,28.0,1500.0,2850.0
SYNTH-15-28-1-Topic-7-Cell-2,1,15.0,28.0,1525.3496427097466,2822.328192183713
SYNTH-15-28-1-Topic-7-Cell-3,1,15.0,28.0,1447.1309338224526,2854.6398823455743
SYNTH-15-29-1-Topic-0-Cell-1,1,15.0,29.0,1500.0,2950.0
SYNTH-15-29-1-Topic-0-Cell-2,1,15.0,29.0,1519.6357488094313,2928.5655098336138
SYNTH-15-29-1-Topic-0-Cell-3,1,15.0,29.0,1459.0477974329642,2953.594037410554
SYNTH-15-29-1-Topic-7-Cell-4,1,15.0,29.0,1539.9568324127756,2980.634156484835
SYNTH-15-29-1-Topic-7-Cell-5,1,15.0,29.0,1489.8734502809575,2892.750956420323
SYNTH-15-30-1-Topic-10-Cell-1,1,15.0,30.0,1500.0,3050.0
SYNTH-15-30-1-Topic-10-Cell-2,1,15.0,30.0,1525.3496427097466,3022.328192183713
SYNTH-15-30-1-Topic-10-Cell-3,1,15.0,30.0,1447.1309338224526,3054.6398823455743
SYNTH-15-31-1-Topic-0-Cell-1,1,15.0,31.0,1500.0,3150.0
SYNTH-15-31-1-Topic-0-Cell-2,1,15.0,31.0,1517.924904260718,3130.4330770454126
SYNTH-15-31-1-Topic-0-Cell-3,1,15.0,31.0,1462.6159247908558,3153.2808922704635
SYNTH-15-31-1-Topic-7-Cell-4,1,15.0,31.0,1536.4754307315513,3177.965030894812
SYNTH-15-31-1-Topic-8-Cell-5,1,15.0,31.0,1490.755767148638,3097.7390123930245
SYNTH-15-31-1-Topic-8-Cell-6,1,15.0,31.0,1468.1523766524972,3200.065579198177
SYNTH-15-32-1-Topic-8-Cell-1,1,15.0,32.0,1500.0,3250.0
SYNTH-15-32-1-Topic-8-Cell-2,1,15.0,32.0,1525.3496427097466,3222.328192183713
SYNTH-15-32-1-Topic-8-Cell-3,1,15.0,32.0,1447.1309338224526,3254.6398823455743
SYNTH-15-33-1-Topic-0-Cell-1,1,15.0,33.0,1500.0,3350.0
SYNTH-15-33-1-Topic-7-Cell-2,1,15.0,33.0,1517.924904260718,3330.4330770454126
SYNTH-15-33-1-Topic-8-Cell-3,1,15.0,33.0,1462.6159247908558,3353.2808922704635
SYNTH-15-33-1-Topic-8-Cell-4,1,15.0,33.0,1536.4754307315513,3377.965030894812
SYNTH-15-33-1-Topic-8-Cell-5,1,15.0,33.0,1490.755767148638,3297.7390123930245
SYNTH-15-33-1-Topic-9-Cell-6,1,15.0,33.0,1468.1523766524972,3400.065579198177
SYNTH-15-34-1-Topic-7-Cell-1,1,15.0,34.0,1500.0,3450.0
SYNTH-15-34-1-Topic-7-Cell-2,1,15.0,34.0,1519.6357488094313,3428.5655098336138
SYNTH-15-34-1-Topic-7-Cell-3,1,15.0,34.0,1459.0477974329642,3453.594037410554
SYNTH-15-34-1-Topic-8-Cell-4,1,15.0,34.0,1539.9568324127756,3480.634156484835
SYNTH-15-34-1-Topic-8-Cell-5,1,15.0,34.0,1489.8734502809575,3392.750956420323
SYNTH-15-35-1-Topic-0-Cell-1,1,15.0,35.0,1500.0,3550.0
SYNTH-15-35-1-Topic-0-Cell-2,1,15.0,35.0,1517.924904260718,3530.4330770454126
SYNTH-15-35-1-Topic-8-Cell-3,1,15.0,35.0,1462.6159247908558,3553.2808922704635
SYNTH-15-35-1-Topic-8-Cell-4,1,15.0,35.0,1536.4754307315513,3577.965030894812
SYNTH-15-35-1-Topic-8-Cell-5,1,15.0,35.0,1490.755767148638,3497.7390123930245
SYNTH-15-35-1-Topic-8-Cell-6,1,15.0,35.0,1468.1523766524972,3600.065579198177
SYNTH-15-36-1-Topic-0-Cell-1,1,15.0,36.0,1500.0,3650.0
SYNTH-15-36-1-Topic-0-Cell-2,1,15.0,36.0,1519.6357488094313,3628.5655098336138
SYNTH-15-36-1-Topic-8-Cell-3,1,15.0,36.0,1459.0477974329642,3653.594037410554
SYNTH-15-36-1-Topic-8-Cell-4,1,15.0,36.0,1539.9568324127756,3680.634156484835
SYNTH-15-36-1-Topic-10-Cell-5,1,15.0,36.0,1489.8734502809575,3592.750956420323
SYNTH-15-37-1-Topic-7-Cell-1,1,15.0,37.0,1500.0,3750.0
SYNTH-15-37-1-Topic-7-Cell-2,1,15.0,37.0,1521.9534345634995,3726.0355114624545
SYNTH-15-37-1-Topic-7-Cell-3,1,15.0,37.0,1454.2140456158832,3754.018255981838
SYNTH-15-37-1-Topic-8-Cell-4,1,15.0,37.0,1544.6730967202666,3784.2500281667285
SYNTH-15-38-1-Topic-0-Cell-1,1,15.0,38.0,1500.0,3850.0
SYNTH-15-38-1-Topic-0-Cell-2,1,15.0,38.0,1519.6357488094313,3828.5655098336138
SYNTH-15-38-1-Topic-7-Cell-3,1,15.0,38.0,1459.0477974329642,3853.594037410554
SYNTH-15-38-1-Topic-8-Cell-4,1,15.0,38.0,1539.9568324127756,3880.634156484835
SYNTH-15-38-1-Topic-8-Cell-5,1,15.0,38.0,1489.8734502809575,3792.750956420323
SYNTH-15-39-1-Topic-7-Cell-1,1,15.0,39.0,1500.0,3950.0
SYNTH-15-39-1-Topic-7-Cell-2,1,15.0,39.0,1521.9534345634995,3926.0355114624545
SYNTH-15-39-1-Topic-7-Cell-3,1,15.0,39.0,1454.2140456158832,3954.018255981838
SYNTH-15-39-1-Topic-8-Cell-4,1,15.0,39.0,1544.6730967202666,3984.2500281667285
SYNTH-15-40-1-Topic-8-Cell-1,1,15.0,40.0,1500.0,4050.0
SYNTH-15-40-1-Topic-8-Cell-2,1,15.0,40.0,1519.6357488094313,4028.5655098336138
SYNTH-15-40-1-Topic-8-Cell-3,1,15.0,40.0,1459.0477974329642,4053.594037410554
SYNTH-15-40-1-Topic-8-Cell-4,1,15.0,40.0,1539.9568324127756,4080.634156484835
SYNTH-15-40-1-Topic-8-Cell-5,1,15.0,40.0,1489.8734502809575,3992.750956420323
SYNTH-15-41-1-Topic-0-Cell-1,1,15.0,41.0,1500.0,4150.0
SYNTH-15-41-1-Topic-4-Cell-2,1,15.0,41.0,1519.6357488094313,4128.565509833614
SYNTH-15-41-1-Topic-7-Cell-3,1,15.0,41.0,1459.0477974329642,4153.594037410554
SYNTH-15-41-1-Topic-7-Cell-4,1,15.0,41.0,1539.9568324127756,4180.634156484835
SYNTH-15-41-1-Topic-7-Cell-5,1,15.0,41.0,1489.8734502809575,4092.750956420323
SYNTH-15-42-1-Topic-7-Cell-1,1,15.0,42.0,1500.0,4250.0
SYNTH-15-42-1-Topic-7-Cell-2,1,15.0,42.0,1519.6357488094313,4228.565509833614
SYNTH-15-42-1-Topic-8-Cell-3,1,15.0,42.0,1459.0477974329642,4253.594037410554
SYNTH-15-42-1-Topic-8-Cell-4,1,15.0,42.0,1539.9568324127756,4280.634156484835
SYNTH-15-42-1-Topic-8-Cell-5,1,15.0,42.0,1489.8734502809575,4192.750956420323
SYNTH-15-43-1-Topic-7-Cell-1,1,15.0,43.0,1500.0,4350.0
SYNTH-15-43-1-Topic-7-Cell-2,1,15.0,43.0,1521.9534345634995,4326.035511462454
SYNTH-15-43-1-Topic-7-Cell-3,1,15.0,43.0,1454.2140456158832,4354.018255981839
SYNTH-15-43-1-Topic-10-Cell-4,1,15.0,43.0,1544.6730967202666,4384.250028166729
SYNTH-15-44-1-Topic-0-Cell-1,1,15.0,44.0,1500.0,4450.0
SYNTH-15-44-1-Topic-8-Cell-2,1,15.0,44.0,1519.6357488094313,4428.565509833614
SYNTH-15-44-1-Topic-8-Cell-3,1,15.0,44.0,1459.0477974329642,4453.594037410554
SYNTH-15-44-1-Topic-8-Cell-4,1,15.0,44.0,1539.9568324127756,4480.634156484835
SYNTH-15-44-1-Topic-8-Cell-5,1,15.0,44.0,1489.8734502809575,4392.750956420323
SYNTH-15-45-1-Topic-0-Cell-1,1,15.0,45.0,1500.0,4550.0
SYNTH-15-45-1-Topic-0-Cell-2,1,15.0,45.0,1519.6357488094313,4528.565509833614
SYNTH-15-45-1-Topic-7-Cell-3,1,15.0,45.0,1459.0477974329642,4553.594037410554
SYNTH-15-45-1-Topic-7-Cell-4,1,15.0,45.0,1539.9568324127756,4580.634156484835
SYNTH-15-45-1-Topic-10-Cell-5,1,15.0,45.0,1489.8734502809575,4492.750956420323
SYNTH-15-46-1-Topic-0-Cell-1,1,15.0,46.0,1500.0,4650.0
SYNTH-15-46-1-Topic-0-Cell-2,1,15.0,46.0,1519.6357488094313,4628.565509833614
SYNTH-15-46-1-Topic-8-Cell-3,1,15.0,46.0,1459.0477974329642,4653.594037410554
SYNTH-15-46-1-Topic-8-Cell-4,1,15.0,46.0,1539.9568324127756,4680.634156484835
SYNTH-15-46-1-Topic-8-Cell-5,1,15.0,46.0,1489.8734502809575,4592.750956420323
SYNTH-15-47-1-Topic-7-Cell-1,1,15.0,47.0,1500.0,4750.0
SYNTH-15-47-1-Topic-8-Cell-2,1,15.0,47.0,1519.6357488094313,4728.565509833614
SYNTH-15-47-1-Topic-8-Cell-3,1,15.0,47.0,1459.0477974329642,4753.594037410554
SYNTH-15-47-1-Topic-8-Cell-4,1,15.0,47.0,1539.9568324127756,4780.634156484835
SYNTH-15-47-1-Topic-8-Cell-5,1,15.0,47.0,1489.8734502809575,4692.750956420323
SYNTH-15-48-1-Topic-4-Cell-1,1,15.0,48.0,1500.0,4850.0
SYNTH-15-48-1-Topic-4-Cell-2,1,15.0,48.0,1519.6357488094313,4828.565509833614
SYNTH-15-48-1-Topic-4-Cell-3,1,15.0,48.0,1459.0477974329642,4853.594037410554
SYNTH-15-48-1-Topic-4-Cell-4,1,15.0,48.0,1539.9568324127756,4880.634156484835
SYNTH-15-48-1-Topic-4-Cell-5,1,15.0,48.0,1489.8734502809575,4792.750956420323
SYNTH-15-49-1-Topic-0-Cell-1,1,15.0,49.0,1500.0,4950.0
SYNTH-15-49-1-Topic-8-Cell-2,1,15.0,49.0,1517.924904260718,4930.433077045413
SYNTH-15-49-1-Topic-9-Cell-3,1,15.0,49.0,1462.6159247908558,4953.2808922704635
SYNTH-15-49-1-Topic-9-Cell-4,1,15.0,49.0,1536.4754307315513,4977.965030894812
SYNTH-15-49-1-Topic-9-Cell-5,1,15.0,49.0,1490.755767148638,4897.7390123930245
SYNTH-15-49-1-Topic-9-Cell-6,1,15.0,49.0,1468.1523766524972,5000.065579198177
SYNTH-15-50-1-Topic-7-Cell-1,1,15.0,50.0,1500.0,5050.0
SYNTH-15-50-1-Topic-8-Cell-2,1,15.0,50.0,1519.6357488094313,5028.565509833614
SYNTH-15-50-1-Topic-8-Cell-3,1,15.0,50.0,1459.0477974329642,5053.594037410554
SYNTH-15-50-1-Topic-8-Cell-4,1,15.0,50.0,1539.9568324127756,5080.634156484835
SYNTH-15-50-1-Topic-9-Cell-5,1,15.0,50.0,1489.8734502809575,4992.750956420323
SYNTH-16-1-1-Topic-7-Cell-1,1,16.0,1.0,1600.0,100.0
SYNTH-16-1-1-Topic-7-Cell-2,1,16.0,1.0,1619.6357488094313,78.56550983361359
SYNTH-16-1-1-Topic-7-Cell-3,1,16.0,1.0,1559.0477974329642,103.59403741055415
SYNTH-16-1-1-Topic-8-Cell-4,1,16.0,1.0,1639.9568324127756,130.63415648483507
SYNTH-16-1-1-Topic-10-Cell-5,1,16.0,1.0,1589.8734502809575,42.75095642032298
SYNTH-16-2-1-Topic-0-Cell-1,1,16.0,2.0,1600.0,200.0
SYNTH-16-2-1-Topic-4-Cell-2,1,16.0,2.0,1619.6357488094313,178.5655098336136
SYNTH-16-2-1-Topic-8-Cell-3,1,16.0,2.0,1559.0477974329642,203.59403741055414
SYNTH-16-2-1-Topic-8-Cell-4,1,16.0,2.0,1639.9568324127756,230.63415648483507
SYNTH-16-2-1-Topic-8-Cell-5,1,16.0,2.0,1589.8734502809575,142.75095642032298
SYNTH-16-3-1-Topic-0-Cell-1,1,16.0,3.0,1600.0,300.0
SYNTH-16-3-1-Topic-2-Cell-2,1,16.0,3.0,1617.924904260718,280.4330770454125
