barcode,in_tissue,array_row,array_col,pxl_row_in_fullres,pxl_col_in_fullres
SYNTH-13-4-1,1,13,4,1300,450
SYNTH-13-5-1,1,13,5,1300,550
SYNTH-13-6-1,1,13,6,1300,650
SYNTH-13-7-1,1,13,7,1300,750
SYNTH-13-8-1,1,13,8,1300,850
SYNTH-13-9-1,1,13,9,1300,950
SYNTH-13-10-1,1,13,10,1300,1050
SYNTH-13-11-1,1,13,11,1300,1150
SYNTH-13-12-1,1,13,12,1300,1250
SYNTH-13-13-1,1,13,13,1300,1350
SYNTH-13-14-1,1,13,14,1300,1450
SYNTH-13-15-1,1,13,15,1300,1550
SYNTH-13-16-1,1,13,16,1300,1650
SYNTH-13-17-1,1,13,17,1300,1750
SYNTH-13-18-1,1,13,18,1300,1850
SYNTH-13-19-1,1,13,19,1300,1950
SYNTH-13-20-1,1,13,20,1300,2050
SYNTH-13-21-1,1,13,21,1300,2150
SYNTH-13-22-1,1,13,22,1300,2250
SYNTH-13-23-1,1,13,23,1300,2350
SYNTH-13-24-1,1,13,24,1300,2450
SYNTH-13-25-1,1,13,25,1300,2550
SYNTH-13-26-1,1,13,26,1300,2650
SYNTH-13-27-1,1,13,27,1300,2750
SYNTH-13-28-1,1,13,28,1300,2850
SYNTH-13-29-1,1,13,29,1300,2950
SYNTH-13-30-1,1,13,30,1300,3050
SYNTH-13-31-1,1,13,31,1300,3150
SYNTH-13-32-1,1,13,32,1300,3250
SYNTH-13-33-1,1,13,33,1300,3350
SYNTH-13-34-1,1,13,34,1300,3450
SYNTH-13-35-1,1,13,35,1300,3550
SYNTH-13-36-1,1,13,36,1300,3650
SYNTH-13-37-1,1,13,37,1300,3750
SYNTH-13-38-1,1,13,38,1300,3850
SYNTH-13-39-1,1,13,39,1300,3950
SYNTH-13-40-1,1,13,40,1300,4050
SYNTH-13-41-1,1,13,41,1300,4150
SYNTH-13-42-1,1,13,42,1300,4250
SYNTH-13-43-1,1,13,43,1300,4350
SYNTH-13-44-1,1,13,44,1300,4450
SYNTH-13-45-1,1,13,45,1300,4550
SYNTH-13-46-1,1,13,46,1300,4650
SYNTH-13-47-1,1,13,47,1300,4750
SYNTH-13-48-1,1,13,48,1300,4850
SYNTH-13-49-1,1,13,49,1300,4950
SYNTH-13-50-1,1,13,50,1300,5050
SYNTH-14-1-1,1,14,1,1400,100
SYNTH-14-2-1,1,14,2,1400,200
SYNTH-14-3-1,1,14,3,1400,300
SYNTH-14-4-1,1,14,4,1400,400
SYNTH-14-5-1,1,14,5,1400,500
SYNTH-14-6-1,1,14,6,1400,600
SYNTH-14-7-1,1,14,7,1400,700
SYNTH-14-8-1,1,14,8,1400,800
SYNTH-14-9-1,1,14,9,1400,900
SYNTH-14-10-1,1,14,10,1400,1000
SYNTH-14-11-1,1,14,11,1400,1100
SYNTH-14-12-1,1,14,12,1400,1200
SYNTH-14-13-1,1,14,13,1400,1300
SYNTH-14-14-1,1,14,14,1400,1400
SYNTH-14-15-1,1,14,15,1400,1500
SYNTH-14-16-1,1,14,16,1400,1600
SYNTH-14-17-1,1,14,17,1400,1700
SYNTH-14-18-1,1,14,18,1400,1800
SYNTH-14-19-1,1,14,19,1400,1900
SYNTH-14-20-1,1,14,20,1400,2000
SYNTH-14-21-1,1,14,21,1400,2100
SYNTH-14-22-1,1,14,22,1400,2200
SYNTH-14-23-1,1,14,23,1400,2300
SYNTH-14-24-1,1,14,24,1400,2400
SYNTH-14-25-1,1,14,25,1400,2500
SYNTH-14-26-1,1,14,26,1400,2600
SYNTH-14-27-1,1,14,27,1400,2700
SYNTH-14-28-1,1,14,28,1400,2800
SYNTH-14-29-1,1,14,29,1400,2900
SYNTH-14-30-1,1,14,30,1400,3000
SYNTH-14-31-1,1,14,31,1400,3100
SYNTH-14-32-1,1,14,32,1400,3200
SYNTH-14-33-1,1,14,33,1400,3300
SYNTH-14-34-1,1,14,34,1400,3400
SYNTH-14-35-1,1,14,35,1400,3500
SYNTH-14-36-1,1,14,36,1400,3600
SYNTH-14-37-1,1,14,37,1400,3700
SYNTH-14-38-1,1,14,38,1400,3800
SYNTH-14-39-1,1,14,39,1400,3900
SYNTH-14-40-1,1,14,40,1400,4000
SYNTH-14-41-1,1,14,41,1400,4100
SYNTH-14-42-1,1,14,42,1400,4200
SYNTH-14-43-1,1,14,43,1400,4300
SYNTH-14-44-1,1,14,44,1400,4400
SYNTH-14-45-1,1,14,45,1400,4500
SYNTH-14-46-1,1,14,46,1400,4600
SYNTH-14-47-1,1,14,47,1400,4700
SYNTH-14-48-1,1,14,48,1400,4800
SYNTH-14-49-1,1,14,49,1400,4900
SYNTH-14-50-1,1,14,50,1400,5000
SYNTH-15-1-1,1,15,1,1500,150
SYNTH-15-2-1,1,15,2,1500,250
SYNTH-15-3-1,1,15,3,1500,350
SYNTH-15-4-1,1,15,4,1500,450
SYNTH-15-5-1,1,15,5,1500,550
SYNTH-15-6-1,1,15,6,1500,650
SYNTH-15-7-1,1,15,7,1500,750
SYNTH-15-8-1,1,15,8,1500,850
SYNTH-15-9-1,1,15,9,1500,950
SYNTH-15-10-1,1,15,10,1500,1050
SYNTH-15-11-1,1,15,11,1500,1150
SYNTH-15-12-1,1,15,12,1500,1250
SYNTH-15-13-1,1,15,13,1500,1350
SYNTH-15-14-1,1,15,14,1500,1450
SYNTH-15-15-1,1,15,15,1500,1550
SYNTH-15-16-1,1,15,16,1500,1650
SYNTH-15-17-1,1,15,17,1500,1750
SYNTH-15-18-1,1,15,18,1500,1850
SYNTH-15-19-1,1,15,19,1500,1950
SYNTH-15-20-1,1,15,20,1500,2050
SYNTH-15-21-1,1,15,21,1500,2150
SYNTH-15-22-1,1,15,22,1500,2250
SYNTH-15-23-1,1,15,23,1500,2350
SYNTH-15-24-1,1,15,24,1500,2450
SYNTH-15-25-1,1,15,25,1500,2550
SYNTH-15-26-1,1,15,26,1500,2650
SYNTH-15-27-1,1,15,27,1500,2750
SYNTH-15-28-1,1,15,28,1500,2850
SYNTH-15-29-1,1,15,29,1500,2950
SYNTH-15-30-1,1,15,30,1500,3050
SYNTH-15-31-1,1,15,31,1500,3150
SYNTH-15-32-1,1,15,32,1500,3250
SYNTH-15-33-1,1,15,33,1500,3350
SYNTH-15-34-1,1,15,34,1500,3450
SYNTH-15-35-1,1,15,35,1500,3550
SYNTH-15-36-1,1,15,36,1500,3650
SYNTH-15-37-1,1,15,37,1500,3750
SYNTH-15-38-1,1,15,38,1500,3850
SYNTH-15-39-1,1,15,39,1500,3950
SYNTH-15-40-1,1,15,40,1500,4050
SYNTH-15-41-1,1,15,41,1500,4150
SYNTH-15-42-1,1,15,42,1500,4250
SYNTH-15-43-1,1,15,43,1500,4350
SYNTH-15-44-1,1,15,44,1500,4450
SYNTH-15-45-1,1,15,45,1500,4550
SYNTH-15-46-1,1,15,46,1500,4650
SYNTH-15-47-1,1,15,47,1500,4750
SYNTH-15-48-1,1,15,48,1500,4850
SYNTH-15-49-1,1,15,49,1500,4950
SYNTH-15-50-1,1,15,50,1500,5050
SYNTH-16-1-1,1,16,1,1600,100
SYNTH-16-2-1,1,16,2,1600,200
SYNTH-16-3-1,1,16,3,1600,300
SYNTH-16-4-1,1,16,4,1600,400
SYNTH-16-5-1,1,16,5,1600,500
SYNTH-16-6-1,1,16,6,1600,600
SYNTH-16-7-1,1,16,7,1600,700
SYNTH-16-8-1,1,16,8,1600,800
SYNTH-16-9-1,1,16,9,1600,900
SYNTH-16-10-1,1,16,10,1600,1000
SYNTH-16-11-1,1,16,11,1600,1100
SYNTH-16-12-1,1,16,12,1600,1200
SYNTH-16-13-1,1,16,13,1600,1300
SYNTH-16-14-1,1,16,14,1600,1400
SYNTH-16-15-1,1,16,15,1600,1500
SYNTH-16-16-1,1,16,16,1600,1600
SYNTH-16-17-1,1,16,17,1600,1700
SYNTH-16-18-1,1,16,18,1600,1800
SYNTH-16-19-1,1,16,19,1600,1900
SYNTH-16-20-1,1,16,20,1600,2000
SYNTH-16-21-1,1,16,21,1600,2100
SYNTH-16-22-1,1,16,22,1600,2200
SYNTH-16-23-1,1,16,23,1600,2300
SYNTH-16-24-1,1,16,24,1600,2400
SYNTH-16-25-1,1,16,25,1600,2500
SYNTH-16-26-1,1,16,26,1600,2600
SYNTH-16-27-1,1,16,27,1600,2700
SYNTH-16-28-1,1,16,28,1600,2800
SYNTH-16-29-1,1,16,29,1600,2900
SYNTH-16-30-1,1,16,30,1600,3000
SYNTH-16-31-1,1,16,31,1600,3100
SYNTH-16-32-1,1,16,32,1600,3200
SYNTH-16-33-1,1,16,33,1600,3300
SYNTH-16-34-1,1,16,34,1600,3400
SYNTH-16-35-1,1,16,35,1600,3500
SYNTH-16-36-1,1,16,36,1600,3600
SYNTH-16-37-1,1,16,37,1600,3700
SYNTH-16-38-1,1,16,38,1600,3800
SYNTH-16-39-1,1,16,39,1600,3900
SYNTH-16-40-1,1,16,40,1600,4000
SYNTH-16-41-1,1,16,41,1600,4100
SYNTH-16-42-1,1,16,42,1600,4200
SYNTH-16-43-1,1,16,43,1600,4300
SYNTH-16-44-1,1,16,44,1600,4400
SYNTH-16-45-1,1,16,45,1600,4500
SYNTH-16-46-1,1,16,46,1600,4600
SYNTH-16-47-1,1,16,47,1600,4700
SYNTH-16-48-1,1,16,48,1600,4800
SYNTH-16-49-1,1,16,49,1600,4900
SYNTH-16-50-1,1,16,50,1600,5000
SYNTH-17-1-1,1,17,1,1700,150
SYNTH-17-2-1,1,17,2,1700,250
SYNTH-17-3-1,1,17,3,1700,350
SYNTH-17-4-1,1,17,4,1700,450
SYNTH-17-5-1,1,17,5,1700,550
SYNTH-17-6-1,1,17,6,1700,650
SYNTH-17-7-1,1,17,7,1700,750
SYNTH-17-8-1,1,17,8,1700,850
SYNTH-17-9-1,1,17,9,1700,950
SYNTH-17-10-1,1,17,10,1700,1050
SYNTH-17-11-1,1,17,11,1700,1150
SYNTH-17-12-1,1,17,12,1700,1250
SYNTH-17-13-1,1,17,13,1700,1350
SYNTH-17-14-1,1,17,14,1700,1450
SYNTH-17-15-1,1,17,15,1700,1550
SYNTH-17-16-1,1,17,16,1700,1650
SYNTH-17-17-1,1,17,17,1700,1750
SYNTH-17-18-1,1,17,18,1700,1850
SYNTH-17-19-1,1,17,19,1700,1950
SYNTH-17-20-1,1,17,20,1700,2050
SYNTH-17-21-1,1,17,21,1700,2150
SYNTH-17-22-1,1,17,22,1700,2250
SYNTH-17-23-1,1,17,23,1700,2350
SYNTH-17-24-1,1,17,24,1700,2450
SYNTH-17-25-1,1,17,25,1700,2550
SYNTH-17-26-1,1,17,26,1700,2650
SYNTH-17-27-1,1,17,27,1700,2750
SYNTH-17-28-1,1,17,28,1700,2850
SYNTH-17-29-1,1,17,29,1700,2950
SYNTH-17-30-1,1,17,30,1700,3050
SYNTH-17-31-1,1,17,31,1700,3150
SYNTH-17-32-1,1,17,32,1700,3250
SYNTH-17-33-1,1,17,33,1700,3350
SYNTH-17-34-1,1,17,34,1700,3450
SYNTH-17-35-1,1,17,35,1700,3550
SYNTH-17-36-1,1,17,36,1700,3650
SYNTH-17-37-1,1,17,37,1700,3750
SYNTH-17-38-1,1,17,38,1700,3850
SYNTH-17-39-1,1,17,39,1700,3950
SYNTH-17-40-1,1,17,40,1700,4050
SYNTH-17-41-1,1,17,41,1700,4150
SYNTH-17-42-1,1,17,42,1700,4250
SYNTH-17-43-1,1,17,43,1700,4350
SYNTH-17-44-1,1,17,44,1700,4450
SYNTH-17-45-1,1,17,45,1700,4550
SYNTH-17-46-1,1,17,46,1700,4650
SYNTH-17-47-1,1,17,47,1700,4750
SYNTH-17-48-1,1,17,48,1700,4850
SYNTH-17-49-1,1,17,49,1700,4950
SYNTH-17-50-1,1,17,50,1700,5050
SYNTH-18-1-1,1,18,1,1800,100
SYNTH-18-2-1,1,18,2,1800,200
SYNTH-18-3-1,1,18,3,1800,300
SYNTH-18-4-1,1,18,4,1800,400
SYNTH-18-5-1,1,18,5,1800,500
SYNTH-18-6-1,1,18,6,1800,600
SYNTH-18-7-1,1,18,7,1800,700
SYNTH-18-8-1,1,18,8,1800,800
SYNTH-18-9-1,1,18,9,1800,900
SYNTH-18-10-1,1,18,10,1800,1000
SYNTH-18-11-1,1,18,11,1800,1100
SYNTH-18-12-1,1,18,12,1800,1200
SYNTH-18-13-1,1,18,13,1800,1300
SYNTH-18-14-1,1,18,14,1800,1400
SYNTH-18-15-1,1,18,15,1800,1500
SYNTH-18-16-1,1,18,16,1800,1600
SYNTH-18-17-1,1,18,17,1800,1700
SYNTH-18-18-1,1,18,18,1800,1800
SYNTH-18-19-1,1,18,19,1800,1900
SYNTH-18-20-1,1,18,20,1800,2000
SYNTH-18-21-1,1,18,21,1800,2100
SYNTH-18-22-1,1,18,22,1800,2200
SYNTH-18-23-1,1,18,23,1800,2300
SYNTH-18-24-1,1,18,24,1800,2400
SYNTH-18-25-1,1,18,25,1800,2500
SYNTH-18-26-1,1,18,26,1800,2600
SYNTH-18-27-1,1,18,27,1800,2700
SYNTH-18-28-1,1,18,28,1800,2800
SYNTH-18-29-1,1,18,29,1800,2900
SYNTH-18-30-1,1,18,30,1800,3000
SYNTH-18-31-1,1,18,31,1800,3100
SYNTH-18-32-1,1,18,32,1800,3200
SYNTH-18-33-1,1,18,33,1800,3300
SYNTH-18-34-1,1,18,34,1800,3400
SYNTH-18-35-1,1,18,35,1800,3500
SYNTH-18-36-1,1,18,36,1800,3600
SYNTH-18-37-1,1,18,37,1800,3700
SYNTH-18-38-1,1,18,38,1800,3800
SYNTH-18-39-1,1,18,39,1800,3900
SYNTH-18-40-1,1,18,40,1800,4000
SYNTH-18-41-1,1,18,41,1800,4100
SYNTH-18-42-1,1,18,42,1800,4200
SYNTH-18-43-1,1,18,43,1800,4300
SYNTH-18-44-1,1,18,44,1800,4400
SYNTH-18-45-1,1,18,45,1800,4500
SYNTH-18-46-1,1,18,46,1800,4600
SYNTH-18-47-1,1,18,47,1800,4700
SYNTH-18-48-1,1,18,48,1800,4800
SYNTH-18-49-1,1,18,49,1800,4900
SYNTH-18-50-1,1,18,50,1800,5000
SYNTH-19-1-1,1,19,1,1900,150
SYNTH-19-2-1,1,19,2,1900,250
SYNTH-19-3-1,1,19,3,1900,350
SYNTH-19-4-1,1,19,4,1900,450
SYNTH-19-5-1,1,19,5,1900,550
SYNTH-19-6-1,1,19,6,1900,650
SYNTH-19-7-1,1,19,7,1900,750
SYNTH-19-8-1,1,19,8,1900,850
SYNTH-19-9-1,1,19,9,1900,950
SYNTH-19-10-1,1,19,10,1900,1050
SYNTH-19-11-1,1,19,11,1900,1150
SYNTH-19-12-1,1,19,12,1900,1250
SYNTH-19-13-1,1,19,13,1900,1350
SYNTH-19-14-1,1,19,14,1900,1450
SYNTH-19-15-1,1,19,15,1900,1550
SYNTH-19-16-1,1,19,16,1900,1650
SYNTH-19-17-1,1,19,17,1900,1750
SYNTH-19-18-1,1,19,18,1900,1850
SYNTH-19-19-1,1,19,19,1900,1950
SYNTH-19-20-1,1,19,20,1900,2050
SYNTH-19-21-1,1,19,21,1900,2150
SYNTH-19-22-1,1,19,22,1900,2250
SYNTH-19-23-1,1,19,23,1900,2350
SYNTH-19-24-1,1,19,24,1900,2450
SYNTH-19-25-1,1,19,25,1900,2550
SYNTH-19-26-1,1,19,26,1900,2650
SYNTH-19-27-1,1,19,27,1900,2750
SYNTH-19-28-1,1,19,28,1900,2850
SYNTH-19-29-1,1,19,29,1900,2950
SYNTH-19-30-1,1,19,30,1900,3050
SYNTH-19-31-1,1,19,31,1900,3150
SYNTH-19-32-1,1,19,32,1900,3250
SYNTH-19-33-1,1,19,33,1900,3350
SYNTH-19-34-1,1,19,34,1900,3450
SYNTH-19-35-1,1,19,35,1900,3550
SYNTH-19-36-1,1,19,36,1900,3650
SYNTH-19-37-1,1,19,37,1900,3750
SYNTH-19-38-1,1,19,38,1900,3850
SYNTH-19-39-1,1,19,39,1900,3950
SYNTH-19-40-1,1,19,40,1900,4050
SYNTH-19-41-1,1,19,41,1900,4150
SYNTH-19-42-1,1,19,42,1900,4250
SYNTH-19-43-1,1,19,43,1900,4350
SYNTH-19-44-1,1,19,44,1900,4450
SYNTH-19-45-1,1,19,45,1900,4550
SYNTH-19-46-1,1,19,46,1900,4650
SYNTH-19-47-1,1,19,47,1900,4750
SYNTH-19-48-1,1,19,48,1900,4850
SYNTH-19-49-1,1,19,49,1900,4950
SYNTH-19-50-1,1,19,50,1900,5050
SYNTH-20-1-1,1,20,1,2000,100
SYNTH-20-2-1,1,20,2,2000,200
SYNTH-20-3-1,1,20,3,2000,300
SYNTH-20-4-1,1,20,4,2000,400
SYNTH-20-5-1,1,20,5,2000,500
SYNTH-20-6-1,1,20,6,2000,600
SYNTH-20-7-1,1,20,7,2000,700
SYNTH-20-8-1,1,20,8,2000,800
SYNTH-20-9-1,1,20,9,2000,900
SYNTH-20-10-1,1,20,10,2000,1000
SYNTH-20-11-1,1,20,11,2000,1100
SYNTH-20-12-1,1,20,12,2000,1200
SYNTH-20-13-1,1,20,13,2000,1300
SYNTH-20-14-1,1,20,14,2000,1400
SYNTH-20-15-1,1,20,15,2000,1500
SYNTH-20-16-1,1,20,16,2000,1600
SYNTH-20-17-1,1,20,17,2000,1700
SYNTH-20-18-1,1,20,18,2000,1800
SYNTH-20-19-1,1,20,19,2000,1900
SYNTH-20-20-1,1,20,20,2000,2000
SYNTH-20-21-1,1,20,21,2000,2100
SYNTH-20-22-1,1,20,22,2000,2200
SYNTH-20-23-1,1,20,23,2000,2300
SYNTH-20-24-1,1,20,24,2000,2400
SYNTH-20-25-1,1,20,25,2000,2500
SYNTH-20-26-1,1,20,26,2000,2600
SYNTH-20-27-1,1,20,27,2000,2700
SYNTH-20-28-1,1,20,28,2000,2800
SYNTH-20-29-1,1,20,29,2000,2900
SYNTH-20-30-1,1,20,30,2000,3000
SYNTH-20-31-1,1,20,31,2000,3100
SYNTH-20-32-1,1,20,32,2000,3200
SYNTH-20-33-1,1,20,33,2000,3300
SYNTH-20-34-1,1,20,34,2000,3400
SYNTH-20-35-1,1,20,35,2000,3500
SYNTH-20-36-1,1,20,36,2000,3600
SYNTH-20-37-1,1,20,37,2000,3700
SYNTH-20-38-1,1,20,38,2000,3800
SYNTH-20-39-1,1,20,39,2000,3900
SYNTH-20-40-1,1,20,40,2000,4000
SYNTH-20-41-1,1,20,41,2000,4100
SYNTH-20-42-1,1,20,42,2000,4200
SYNTH-20-43-1,1,20,43,2000,4300
SYNTH-20-44-1,1,20,44,2000,4400
SYNTH-20-45-1,1,20,45,2000,4500
SYNTH-20-46-1,1,20,46,2000,4600
SYNTH-20-47-1,1,20,47,2000,4700
SYNTH-20-48-1,1,20,48,2000,4800
SYNTH-20-49-1,1,20,49,2000,4900
SYNTH-20-50-1,1,20,50,2000,5000
SYNTH-21-1-1,1,21,1,2100,150
SYNTH-21-2-1,1,21,2,2100,250
SYNTH-21-3-1,1,21,3,2100,350
SYNTH-21-4-1,1,21,4,2100,450
SYNTH-21-5-1,1,21,5,2100,550
SYNTH-21-6-1,1,21,6,2100,650
SYNTH-21-7-1,1,21,7,2100,750
SYNTH-21-8-1,1,21,8,2100,850
SYNTH-21-9-1,1,21,9,2100,950
SYNTH-21-10-1,1,21,10,2100,1050
SYNTH-21-11-1,1,21,11,2100,1150
SYNTH-21-12-1,1,21,12,2100,1250
SYNTH-21-13-1,1,21,13,2100,1350
SYNTH-21-14-1,1,21,14,2100,1450
SYNTH-21-15-1,1,21,15,2100,1550
SYNTH-21-16-1,1,21,16,2100,1650
SYNTH-21-17-1,1,21,17,2100,1750
SYNTH-21-18-1,1,21,18,2100,1850
SYNTH-21-19-1,1,21,19,2100,1950
SYNTH-21-20-1,1,21,20,2100,2050
SYNTH-21-21-1,1,21,21,2100,2150
SYNTH-21-22-1,1,21,22,2100,2250
SYNTH-21-23-1,1,21,23,2100,2350
SYNTH-21-24-1,1,21,24,2100,2450
SYNTH-21-25-1,1,21,25,2100,2550
SYNTH-21-26-1,1,21,26,2100,2650
SYNTH-21-27-1,1,21,27,2100,2750
SYNTH-21-28-1,1,21,28,2100,2850
SYNTH-21-29-1,1,21,29,2100,2950
SYNTH-21-30-1,1,21,30,2100,3050
SYNTH-21-31-1,1,21,31,2100,3150
SYNTH-21-32-1,1,21,32,2100,3250
SYNTH-21-33-1,1,21,33,2100,3350
SYNTH-21-34-1,1,21,34,2100,3450
SYNTH-21-35-1,1,21,35,2100,3550
SYNTH-21-36-1,1,21,36,2100,3650
SYNTH-21-37-1,1,21,37,2100,3750
SYNTH-21-38-1,1,21,38,2100,3850
SYNTH-21-39-1,1,21,39,2100,3950
SYNTH-21-40-1,1,21,40,2100,4050
SYNTH-21-41-1,1,21,41,2100,4150
SYNTH-21-42-1,1,21,42,2100,4250
SYNTH-21-43-1,1,21,43,2100,4350
SYNTH-21-44-1,1,21,44,2100,4450
SYNTH-21-45-1,1,21,45,2100,4550
SYNTH-21-46-1,1,21,46,2100,4650
SYNTH-21-47-1,1,21,47,2100,4750
SYNTH-21-48-1,1,21,48,2100,4850
SYNTH-21-49-1,1,21,49,2100,4950
SYNTH-21-50-1,1,21,50,2100,5050
SYNTH-22-1-1,1,22,1,2200,100
SYNTH-22-2-1,1,22,2,2200,200
SYNTH-22-3-1,1,22,3,2200,300
SYNTH-22-4-1,1,22,4,2200,400
SYNTH-22-5-1,1,22,5,2200,500
SYNTH-22-6-1,1,22,6,2200,600
SYNTH-22-7-1,1,22,7,2200,700
SYNTH-22-8-1,1,22,8,2200,800
SYNTH-22-9-1,1,22,9,2200,900
SYNTH-22-10-1,1,22,10,2200,1000
SYNTH-22-11-1,1,22,11,2200,1100
SYNTH-22-12-1,1,22,12,2200,1200
SYNTH-22-13-1,1,22,13,2200,1300
SYNTH-22-14-1,1,22,14,2200,1400
SYNTH-22-15-1,1,22,15,2200,1500
SYNTH-22-16-1,1,22,16,2200,1600
SYNTH-22-17-1,1,22,17,2200,1700
SYNTH-22-18-1,1,22,18,2200,1800
SYNTH-22-19-1,1,22,19,2200,1900
SYNTH-22-20-1,1,22,20,2200,2000
SYNTH-22-21-1,1,22,21,2200,2100
SYNTH-22-22-1,1,22,22,2200,2200
SYNTH-22-23-1,1,22,23,2200,2300
SYNTH-22-24-1,1,22,24,2200,2400
SYNTH-22-25-1,1,22,25,2200,2500
SYNTH-22-26-1,1,22,26,2200,2600
SYNTH-22-27-1,1,22,27,2200,2700
SYNTH-22-28-1,1,22,28,2200,2800
SYNTH-22-29-1,1,22,29,2200,2900
SYNTH-22-30-1,1,22,30,2200,3000
SYNTH-22-31-1,1,22,31,2200,3100
SYNTH-22-32-1,1,22,32,2200,3200
SYNTH-22-33-1,1,22,33,2200,3300
SYNTH-22-34-1,1,22,34,2200,3400
SYNTH-22-35-1,1,22,35,2200,3500
SYNTH-22-36-1,1,22,36,2200,3600
SYNTH-22-37-1,1,22,37,2200,3700
SYNTH-22-38-1,1,22,38,2200,3800
SYNTH-22-39-1,1,22,39,2200,3900
SYNTH-22-40-1,1,22,40,2200,4000
SYNTH-22-41-1,1,22,41,2200,4100
SYNTH-22-42-1,1,22,42,2200,4200
SYNTH-22-43-1,1,22,43,2200,4300
SYNTH-22-44-1,1,22,44,2200,4400
SYNTH-22-45-1,1,22,45,2200,4500
SYNTH-22-46-1,1,22,46,2200,4600
SYNTH-22-47-1,1,22,47,2200,4700
SYNTH-22-48-1,1,22,48,2200,4800
SYNTH-22-49-1,1,22,49,2200,4900
SYNTH-22-50-1,1,22,50,2200,5000
SYNTH-23-1-1,1,23,1,2300,150
SYNTH-23-2-1,1,23,2,2300,250
SYNTH-23-3-1,1,23,3,2300,350
SYNTH-23-4-1,1,23,4,2300,450
SYNTH-23-5-1,1,23,5,2300,550
SYNTH-23-6-1,1,23,6,2300,650
SYNTH-23-7-1,1,23,7,2300,750
SYNTH-23-8-1,1,23,8,2300,850
SYNTH-23-9-1,1,23,9,2300,950
SYNTH-23-10-1,1,23,10,2300,1050
SYNTH-23-11-1,1,23,11,2300,1150
SYNTH-23-12-1,1,23,12,2300,1250
SYNTH-23-13-1,1,23,13,2300,1350
SYNTH-23-14-1,1,23,14,2300,1450
SYNTH-23-15-1,1,23,15,2300,1550
SYNTH-23-16-1,1,23,16,2300,1650
SYNTH-23-17-1,1,23,17,2300,1750
SYNTH-23-18-1,1,23,18,2300,1850
SYNTH-23-19-1,1,23,19,2300,1950
SYNTH-23-20-1,1,23,20,2300,2050
SYNTH-23-21-1,1,23,21,2300,2150
SYNTH-23-22-1,1,23,22,2300,2250
SYNTH-23-23-1,1,23,23,2300,2350
SYNTH-23-24-1,1,23,24,2300,2450
SYNTH-23-25-1,1,23,25,2300,2550
SYNTH-23-26-1,1,23,26,2300,2650
SYNTH-23-27-1,1,23,27,2300,2750
SYNTH-23-28-1,1,23,28,2300,2850
SYNTH-23-29-1,1,23,29,2300,2950
SYNTH-23-30-1,1,23,30,2300,3050
SYNTH-23-31-1,1,23,31,2300,3150
SYNTH-23-32-1,1,23,32,2300,3250
SYNTH-23-33-1,1,23,33,2300,3350
SYNTH-23-34-1,1,23,34,2300,3450
SYNTH-23-35-1,1,23,35,2300,3550
SYNTH-23-36-1,1,23,36,2300,3650
SYNTH-23-37-1,1,23,37,2300,3750
SYNTH-23-38-1,1,23,38,2300,3850
SYNTH-23-39-1,1,23,39,2300,3950
SYNTH-23-40-1,1,23,40,2300,4050
SYNTH-23-41-1,1,23,41,2300,4150
SYNTH-23-42-1,1,23,42,2300,4250
SYNTH-23-43-1,1,23,43,2300,4350
SYNTH-23-44-1,1,23,44,2300,4450
SYNTH-23-45-1,1,23,45,2300,4550
SYNTH-23-46-1,1,23,46,2300,4650
SYNTH-23-47-1,1,23,47,2300,4750
SYNTH-23-48-1,1,23,48,2300,4850
SYNTH-23-49-1,1,23,49,2300,4950
SYNTH-23-50-1,1,23,50,2300,5050
SYNTH-24-1-1,1,24,1,2400,100
SYNTH-24-2-1,1,24,2,2400,200
SYNTH-24-3-1,1,24,3,2400,300
SYNTH-24-4-1,1,24,4,2400,400
SYNTH-24-5-1,1,24,5,2400,500
SYNTH-24-6-1,1,24,6,2400,600
SYNTH-24-7-1,1,24,7,2400,700
SYNTH-24-8-1,1,24,8,2400,800
SYNTH-24-9-1,1,24,9,2400,900
SYNTH-24-10-1,1,24,10,2400,1000
SYNTH-24-11-1,1,24,11,2400,1100
SYNTH-24-12-1,1,24,12,2400,1200
SYNTH-24-13-1,1,24,13,2400,1300
SYNTH-24-14-1,1,24,14,2400,1400
SYNTH-24-15-1,1,24,15,2400,1500
SYNTH-24-16-1,1,24,16,2400,1600
SYNTH-24-17-1,1,24,17,2400,1700
SYNTH-24-18-1,1,24,18,2400,1800
SYNTH-24-19-1,1,24,19,2400,1900
SYNTH-24-20-1,1,24,20,2400,2000
SYNTH-24-21-1,1,24,21,2400,2100
SYNTH-24-22-1,1,24,22,2400,2200
SYNTH-24-23-1,1,24,23,2400,2300
SYNTH-24-24-1,1,24,24,2400,2400
SYNTH-24-25-1,1,24,25,2400,2500
SYNTH-24-26-1,1,24,26,2400,2600
SYNTH-24-27-1,1,24,27,2400,2700
SYNTH-24-28-1,1,24,28,2400,2800
SYNTH-24-29-1,1,24,29,2400,2900
SYNTH-24-30-1,1,24,30,2400,3000
SYNTH-24-31-1,1,24,31,2400,3100
SYNTH-24-32-1,1,24,32,2400,3200
SYNTH-24-33-1,1,24,33,2400,3300
SYNTH-24-34-1,1,24,34,2400,3400
SYNTH-24-35-1,1,24,35,2400,3500
SYNTH-24-36-1,1,24,36,2400,3600
SYNTH-24-37-1,1,24,37,2400,3700
SYNTH-24-38-1,1,24,38,2400,3800
